inn,brand_name,brand_key,sponsor,authority,route_final,form_canon,sponsor_class,strength_raw,total_mg,total_volume_ml,conc_mg_per_ml,presentation_type,presentation_idx,most_recent_nct_id,most_recent_phase
vilobelimab,GOHIBIC,GOHIBIC,InflaRx GmbH,FDA,IV,solution,originator,200 mg/20 mL (10 mg/mL),200.0,20.0,10.0,liquid,0,UNKNOWN,Approved
zolbetuximab,VYLOY,VYLOY,"Astellas Pharma US, Inc.",FDA,IV,lyophilized_powder,originator,20 mg/mL,,,20.0,liquid,0,NCT06901531,Phase 3
teplizumab,Teizeild,TEIZEILD,Sanofi Winthrop Industrie,EMA,IV,solution,originator,1 mg/mL,,,1.0,liquid,0,UNKNOWN,Approved
ustekinumab,Qoyvolma,QOYVOLMA,Celltrion Healthcare Hungary Kft.,EMA,IV,solution,biosimilar,Each vial contains 130 mg ustekinumab in 26 mL (5 mg/mL).,130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
ocrelizumab,Ocrevus 300 mg concentrate for solution for infusion,OCREVUS,"Roche Registration GmbH, Emil-Barell-Strasse 1, 79639 Grenzach-Wyhlen, Germany",EMA,IV,solution,originator,300 mg in 10 mL (30 mg/mL),300.0,10.0,30.0,liquid,0,NCT05285891,Phase 4
denosumab,Enwylma 120 mg solution for injection,ENWYLMA,Zentiva k.s.,EMA,SC,solution,biosimilar,120 mg of denosumab in 1.7 mL of solution (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
spesolimab,Spevigo 450 mg concentrate for solution for infusion,SPEVIGO,"LEO Pharma A/S, Industriparken 55, DK-2750 Ballerup, Denmark",EMA,IV,solution,originator,450 mg in 7.5 mL,450.0,7.5,60.0,liquid,0,NCT06013969,Phase 4
dupilumab,Dupixent,DUPIXENT,,EMA,SC,solution,originator,300 mg in 2 mL solution (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06693531,Approved
daratumumab,DARZALEX 20mg/mL concentrate for solution for infusion,DARZALEX,Janssen-Cilag International NV,EMA,IV,solution,originator,20mg/mL,,,20.0,liquid,0,NCT04972942,Phase 1
mogamulizumab,POTELIGEO,POTELIGEO,Kyowa Kirin Holdings B.V.,EMA,IV,solution,originator,20 mg in 5 mL,20.0,5.0,4.0,liquid,0,NCT05996185,Phase 2
burosumab,CRYSVITA,CRYSVITA,Kyowa Kirin Holdings B.V.,EMA,SC,solution,originator,10 mg in 1 ml; 20 mg in 1 ml; 30 mg in 1 ml; 10 mg in 0.33 ml (pre-filled syringe); 20 mg in 0.67 ml (pre-filled syringe); 30 mg in 1 ml (pre-filled syringe),10.0,1.0,10.0,liquid,0,NCT03775187,Approved
burosumab,CRYSVITA,CRYSVITA,Kyowa Kirin Holdings B.V.,EMA,SC,solution,originator,10 mg in 1 ml; 20 mg in 1 ml; 30 mg in 1 ml; 10 mg in 0.33 ml (pre-filled syringe); 20 mg in 0.67 ml (pre-filled syringe); 30 mg in 1 ml (pre-filled syringe),20.0,1.0,20.0,liquid,1,NCT03775187,Approved
burosumab,CRYSVITA,CRYSVITA,Kyowa Kirin Holdings B.V.,EMA,SC,solution,originator,10 mg in 1 ml; 20 mg in 1 ml; 30 mg in 1 ml; 10 mg in 0.33 ml (pre-filled syringe); 20 mg in 0.67 ml (pre-filled syringe); 30 mg in 1 ml (pre-filled syringe),30.0,1.0,30.0,liquid,2,NCT03775187,Approved
burosumab,CRYSVITA,CRYSVITA,Kyowa Kirin Holdings B.V.,EMA,SC,solution,originator,10 mg in 1 ml; 20 mg in 1 ml; 30 mg in 1 ml; 10 mg in 0.33 ml (pre-filled syringe); 20 mg in 0.67 ml (pre-filled syringe); 30 mg in 1 ml (pre-filled syringe),10.0,0.33,30.303030303,liquid,3,NCT03775187,Approved
burosumab,CRYSVITA,CRYSVITA,Kyowa Kirin Holdings B.V.,EMA,SC,solution,originator,10 mg in 1 ml; 20 mg in 1 ml; 30 mg in 1 ml; 10 mg in 0.33 ml (pre-filled syringe); 20 mg in 0.67 ml (pre-filled syringe); 30 mg in 1 ml (pre-filled syringe),20.0,0.67,29.850746269,liquid,4,NCT03775187,Approved
burosumab,CRYSVITA,CRYSVITA,Kyowa Kirin Holdings B.V.,EMA,SC,solution,originator,10 mg in 1 ml; 20 mg in 1 ml; 30 mg in 1 ml; 10 mg in 0.33 ml (pre-filled syringe); 20 mg in 0.67 ml (pre-filled syringe); 30 mg in 1 ml (pre-filled syringe),30.0,1.0,30.0,liquid,5,NCT03775187,Approved
sipavibart,KAVIGALE 300 mg solution for injection/infusion,KAVIGALE,AstraZeneca AB,EMA,IM,solution,originator,300 mg in 2 ml (150 mg/ml),300.0,2.0,150.0,liquid,0,UNKNOWN,Approved
relatlimab,Opdualag,OPDUALAG,Bristol-Myers Squibb Pharma EEIG,EMA,IV,solution,originator,Each mL of concentrate for solution for infusion contains 12 mg of nivolumab and 4 mg of relatlimab.,,,16.0,liquid,0,NCT06743126,Phase 3
tralokinumab,Adtralza,ADTRALZA,LEO Pharma A/S,EMA,SC,solution,originator,150 mg/ml,,,150.0,liquid,0,UNKNOWN,Approved
nirsevimab,Beyfortus,BEYFORTUS,Sanofi Winthrop Industrie,EMA,IM,solution,originator,50 mg in 0.5 mL (100 mg/mL); 100 mg in 1 mL (100 mg/mL),50.0,0.5,100.0,liquid,0,NCT07158814,Phase 4
nirsevimab,Beyfortus,BEYFORTUS,Sanofi Winthrop Industrie,EMA,IM,solution,originator,50 mg in 0.5 mL (100 mg/mL); 100 mg in 1 mL (100 mg/mL),100.0,1.0,100.0,liquid,1,NCT07158814,Phase 4
infliximab,Remsima,REMSIMA,"Celltrion Healthcare Hungary Kft., 1062 Budapest, Váci út 1-3. WestEnd Office Building B torony, Hungary",EMA,IV,lyophilized_powder,biosimilar,100 mg per vial (after reconstitution each mL contains 10 mg of infliximab),100.0,10.0,10.0,lyophilized_reconstituted,0,NCT06059989,Phase 3
dostarlimab,JEMPERLI,JEMPERLI,GlaxoSmithKline Trading Services Limited,EMA,IV,solution,originator,500 mg in 10 mL,500.0,10.0,50.0,liquid,0,NCT04387084,Phase 1
ustekinumab,Uzpruvo,UZPRUVO,STADA Arzneimittel AG,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
atezolizumab,Tecentriq,TECENTRIQ,,EMA,IV,solution,originator,840 mg (one 14 mL vial); 1 200 mg (one 20 mL vial),840.0,14.0,60.0,liquid,0,NCT04796012,Phase 1|Phase 2
atezolizumab,Tecentriq,TECENTRIQ,,EMA,IV,solution,originator,840 mg (one 14 mL vial); 1 200 mg (one 20 mL vial),1200.0,20.0,60.0,liquid,1,NCT04796012,Phase 1|Phase 2
denosumab,Vevzuo,VEVZUO,Biosimilar Collaborations Ireland Limited,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL).,120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
ustekinumab,Otulfi,OTULFI,Fresenius Kabi Deutschland GmbH,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
teprotumumab,TEPEZZA,TEPEZZA,Amgen Europe B.V.,EMA,IV,lyophilized_powder,originator,500 mg,500.0,,,other,0,NCT07142642,Phase 1
siltuximab,SYLVANT,SYLVANT,Recordati Netherlands B.V.,EMA,IV,lyophilized_powder,originator,100 mg (vial); 400 mg (vial); after reconstitution: 20 mg/mL,100.0,5.0,20.0,lyophilized_reconstituted,0,NCT05684692,Phase 2
siltuximab,SYLVANT,SYLVANT,Recordati Netherlands B.V.,EMA,IV,lyophilized_powder,originator,100 mg (vial); 400 mg (vial); after reconstitution: 20 mg/mL,400.0,20.0,20.0,lyophilized_reconstituted,1,NCT05684692,Phase 2
retifanlimab,ZYNYZ,ZYNYZ,Incyte Biosciences Distribution B.V.,EMA,IV,solution,originator,25 mg/mL,,,25.0,liquid,0,NCT04387084,Phase 1
lebrikizumab,Ebglyss,EBGLYSS,"Almirall, S.A.",EMA,SC,solution,originator,Each single-use pre-filled syringe contains 250 mg of lebrikizumab in 2 mL solution (125 mg/mL),250.0,2.0,125.0,liquid,0,NCT07471932,Phase 1
denosumab,Evfraxy,EVFRAXY,Biosimilar Collaborations Ireland Limited,EMA,SC,solution,biosimilar,60 mg in 1 mL (60 mg/mL),60.0,1.0,60.0,liquid,0,UNKNOWN,Approved
denosumab,XGEVA,XGEVA,Amgen Europe B.V.,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL); Each pre-filled syringe contains 120 mg of denosumab in 1.0 mL of solution (120 mg/mL).,120.0,1.7,70.58823529411765,liquid,0,NCT03401060,Phase 3
denosumab,XGEVA,XGEVA,Amgen Europe B.V.,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL); Each pre-filled syringe contains 120 mg of denosumab in 1.0 mL of solution (120 mg/mL).,120.0,1.0,120.0,liquid,1,NCT03401060,Phase 3
denosumab,Osenvelt,OSENVELT,Celltrion Healthcare Hungary Kft.,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
adalimumab,Libmyris,LIBMYRIS,,EMA,SC,solution,biosimilar,40 mg in 0.4 ml,40.0,0.4,100.0,liquid,0,UNKNOWN,Approved
durvalumab,IMFINZI,IMFINZI,,EMA,IV,solution,originator,50 mg/ml,,,50.0,liquid,0,NCT03606967,Phase 2
pembrolizumab,KEYTRUDA,KEYTRUDA,,EMA,IV,solution,originator,25 mg/mL,,,25.0,liquid,0,NCT05633602,Phase 3
nivolumab,OPDIVO,OPDIVO,,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,NCT04134325,EARLY_Phase 1
vilobelimab,Gohibic,GOHIBIC,"InflaRx GmbH, Winzerlaer Strasse 2, 07745 Jena, Germany",EMA,IV,solution,originator,200 mg in 20 mL (10 mg/mL),200.0,20.0,10.0,liquid,0,UNKNOWN,Approved
obinutuzumab,Gazyvaro,GAZYVARO,Roche Registration GmbH,EMA,IV,solution,originator,1 000 mg in 40 mL,1000.0,40.0,25.0,liquid,0,NCT03341520,Phase 2
bimekizumab,Bimzelx,BIMZELX,UCB Pharma S.A.,EMA,SC,solution,originator,160 mg in 1 mL,160.0,1.0,160.0,liquid,0,NCT06888193,Phase 1
depemokimab,EXDENSUR,EXDENSUR,GlaxoSmithKline Trading Services Limited,EMA,SC,solution,originator,100 mg/mL,,,100.0,liquid,0,UNKNOWN,Approved
mepolizumab,Nucala,NUCALA,GlaxoSmithKline Trading Services Limited,EMA,SC,solution,originator,100 mg in 1 mL; 40 mg in 0.4 mL,100.0,1.0,100.0,liquid,0,NCT06069310,Approved
mepolizumab,Nucala,NUCALA,GlaxoSmithKline Trading Services Limited,EMA,SC,solution,originator,100 mg in 1 mL; 40 mg in 0.4 mL,40.0,0.4,100.0,liquid,1,NCT06069310,Approved
natalizumab,Tyruko,TYRUKO,Sandoz GmbH,EMA,IV,solution,biosimilar,300 mg/15 mL,300.0,15.0,20.0,liquid,0,UNKNOWN,Approved
golimumab,Simponi 45mg/0.45mL solution for injection in pre-filled pen,SIMPONI,Janssen-Cilag International NV,EMA,SC,autoinjector,originator,45mg/0.45mL,45.0,0.45,100.0,liquid,0,NCT05071664,Phase 2
denosumab,Kefdensis,KEFDENSIS,STADA Arzneimittel AG,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
sotrovimab,Xevudy 500 mg concentrate for solution for infusion,XEVUDY,GlaxoSmithKline Trading Services Limited,EMA,IV,solution,originator,500 mg in 8 mL (62.5 mg/mL),500.0,8.0,62.5,liquid,0,NCT05195060,Approved
vedolizumab,Entyvio 300 mg powder for concentrate for solution for infusion,ENTYVIO,Takeda Pharma A/S,EMA,IV,lyophilized_powder,originator,300 mg,300.0,,,other,0,NCT05442567,Phase 3
zolbetuximab,Vyloy,VYLOY,Astellas Pharma Europe B.V.,EMA,IV,lyophilized_powder,originator,100 mg vial; 300 mg vial; after reconstitution each mL contains 20 mg,100.0,5.0,20.0,lyophilized_reconstituted,0,NCT06901531,Phase 3
zolbetuximab,Vyloy,VYLOY,Astellas Pharma Europe B.V.,EMA,IV,lyophilized_powder,originator,100 mg vial; 300 mg vial; after reconstitution each mL contains 20 mg,300.0,15.0,20.0,lyophilized_reconstituted,1,NCT06901531,Phase 3
trastuzumab,Herceptin,HERCEPTIN,Roche Registration GmbH,EMA,IV,lyophilized_powder,originator,150 mg,150.0,,,other,0,NCT05152147,Phase 3
nemolizumab,Nemluvio,NEMLUVIO,Galderma International,EMA,SC,lyophilized_powder,originator,30 mg per 0.49 ml dose,30.0,0.49,61.22448979591837,liquid,0,UNKNOWN,Approved
denosumab,Xbonzy 120 mg solution for injection,XBONZY,Reddy Holding GmbH,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
ixekizumab,Taltz,TALTZ,"Eli Lilly and Company (Ireland) Limited, Dunderrow, Kinsale, Co. Cork, Ireland",EMA,SC,solution,originator,40 mg in 0.5 mL; 80 mg in 1 mL,40.0,0.5,80.0,liquid,0,NCT04340076,Phase 4
ixekizumab,Taltz,TALTZ,"Eli Lilly and Company (Ireland) Limited, Dunderrow, Kinsale, Co. Cork, Ireland",EMA,SC,solution,originator,40 mg in 0.5 mL; 80 mg in 1 mL,80.0,1.0,80.0,liquid,1,NCT04340076,Phase 4
evinacumab,Evkeeza 150 mg/ml concentrate for solution for infusion,EVKEEZA,Ultragenyx Germany GmbH,EMA,IV,solution,originator,150 mg/ml,,,150.0,liquid,0,NCT07271186,Phase 2
denosumab,Conexxence,CONEXXENCE,Fresenius Kabi Deutschland GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg in 1 mL,60.0,1.0,60.0,liquid,0,UNKNOWN,Approved
donanemab,Kisunla,KISUNLA,"Eli Lilly Nederland B.V., Orteliuslaan 1000, 3528 BD Utrecht, The Netherlands.",EMA,IV,solution,originator,350 mg in 20 mL (17.5 mg/mL),350.0,20.0,17.5,liquid,0,NCT07167966,Phase 2
golimumab,Gotenfia,GOTENFIA,STADA Arzneimittel AG,EMA,SC,prefilled_syringe,biosimilar,50 mg in 0.5 mL; 100 mg in 1 mL,50.0,0.5,100.0,liquid,0,UNKNOWN,Approved
golimumab,Gotenfia,GOTENFIA,STADA Arzneimittel AG,EMA,SC,prefilled_syringe,biosimilar,50 mg in 0.5 mL; 100 mg in 1 mL,100.0,1.0,100.0,liquid,1,UNKNOWN,Approved
denosumab,Acvybra,ACVYBRA,Reddy Holding GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
ustekinumab,Fymskina 130 mg concentrate for solution for infusion,FYMSKINA,Formycon AG,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
trastuzumab,Ogivri,OGIVRI,Biosimilar Collaborations Ireland Limited,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); reconstituted: 21 mg/mL,150.0,7.142857142857143,21.0,lyophilized_reconstituted,0,UNKNOWN,Approved
trastuzumab,Ogivri,OGIVRI,Biosimilar Collaborations Ireland Limited,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); reconstituted: 21 mg/mL,420.0,20.0,21.0,lyophilized_reconstituted,1,UNKNOWN,Approved
denosumab,Osqay 60 mg solution for injection in pre-filled syringe,OSQAY,Theramex Ireland Ltd.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
sarilumab,Kevzara,KEVZARA,Sanofi Winthrop Industrie,EMA,SC,solution,originator,150 mg in 1.14 ml (131.6 mg/ml),150.0,1.14,131.57894736842104,liquid,0,NCT06787612,Phase 2
eculizumab,Soliris 300 mg concentrate for solution for infusion,SOLIRIS,Alexion Europe SAS,EMA,IV,solution,originator,300 mg in 30 ml (10 mg/ml),300.0,30.0,10.0,liquid,0,NCT05133531,Phase 3
adalimumab,Hulio 20 mg solution for injection in pre-filled syringe,HULIO,Biosimilar Collaborations Ireland Limited,EMA,SC,solution,biosimilar,20 mg in 0.4 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
eculizumab,Epysqli 300 mg concentrate for solution for infusion,EPYSQLI,Samsung Bioepis NL B.V.,EMA,IV,solution,biosimilar,300 mg in 30 ml (10 mg/ml),300.0,30.0,10.0,liquid,0,UNKNOWN,Approved
sugemalimab,Cejemly,CEJEMLY,CStone Pharmaceuticals Ireland Limited,EMA,IV,solution,originator,30 mg/mL,,,30.0,liquid,0,UNKNOWN,Approved
inebilizumab,Uplizna,UPLIZNA,Amgen Europe B.V.,EMA,IV,solution,originator,100 mg in 10 mL,100.0,10.0,10.0,liquid,0,NCT06570798,Phase 2
ustekinumab,Usrenty,USRENTY,Biosimilar Collaborations Ireland Limited,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
ustekinumab,Yesintek 130 mg concentrate for solution for infusion,YESINTEK,Biosimilar Collaborations Ireland Limited,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
adalimumab,Hefiya,HEFIYA,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
adalimumab,Hefiya,HEFIYA,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,40.0,0.8,50.0,liquid,1,UNKNOWN,Approved
satralizumab,Enspryng,ENSPRYNG,Roche Registration GmbH,EMA,SC,solution,originator,120 mg/1 mL,120.0,1.0,120.0,liquid,0,NCT04660539,Phase 3
tremelimumab,IMJUDO,IMJUDO,AstraZeneca AB,EMA,IV,solution,originator,20 mg/ml,,,20.0,liquid,0,NCT06855225,Phase 2
bevacizumab,Lytenava 25 mg/mL solution for injection,LYTENAVA,Outlook Therapeutics NL B.V.,EMA,OTHER,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
denosumab,Bildyos 60 mg solution for injection in pre-filled syringe,BILDYOS,SciencePharma Sp. z o.o.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
trastuzumab,Tuznue,TUZNUE,Prestige Biopharma Belgium BVBA,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); 21 mg/mL (reconstituted),150.0,7.142857142857143,21.0,lyophilized_reconstituted,0,UNKNOWN,Approved
trastuzumab,Tuznue,TUZNUE,Prestige Biopharma Belgium BVBA,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); 21 mg/mL (reconstituted),420.0,20.0,21.0,lyophilized_reconstituted,1,UNKNOWN,Approved
bevacizumab,Alymsys,ALYMSYS,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,NCT05001880,Phase 2
ofatumumab,Kesimpta,KESIMPTA,Novartis Europharm Limited,EMA,SC,solution,originator,20 mg in 0.4 ml (50 mg/ml),20.0,0.4,50.0,liquid,0,NCT06345157,Approved
adalimumab,Yuflyma,YUFLYMA,,EMA,SC,solution,biosimilar,40 mg in 0.4 ml,40.0,0.4,100.0,liquid,0,UNKNOWN,Approved
bevacizumab,Avzivi,AVZIVI,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
tocilizumab,Tocilizumab STADA,TOCILIZUMAB STADA,STADA Arzneimittel AG,EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
lecanemab,LEQEMBI,LEQEMBI,Eisai GmbH,EMA,IV,solution,originator,100 mg/mL,,,100.0,liquid,0,NCT06602258,Phase 2
adalimumab,Imraldi,IMRALDI,,EMA,SC,prefilled_syringe,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,NCT04089514,Approved
trastuzumab,Trazimera,TRAZIMERA,Pfizer Europe MA EEIG,EMA,IV,lyophilized_powder,biosimilar,21 mg/mL,,,21.0,liquid,0,NCT03988036,Phase 2
denosumab,Osvyrti,OSVYRTI,Accord Healthcare S.L.U.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
cetuximab,Erbitux,ERBITUX,Merck Europe B.V.,EMA,IV,solution,originator,5 mg/mL,,,5.0,liquid,0,NCT02128906,Phase 2
adalimumab,Hukyndra,HUKYNDRA,STADA Arzneimittel AG,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.2 ml,20.0,0.2,100.0,liquid,0,UNKNOWN,Approved
bevacizumab,Abevmy,ABEVMY,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
bevacizumab,Vegzelma,VEGZELMA,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
bevacizumab,Oyavas,OYAVAS,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
bevacizumab,Aybintio,AYBINTIO,,EMA,IV,solution,biosimilar,25 mg/ml,,,25.0,liquid,0,UNKNOWN,Approved
trastuzumab,Herzuma,HERZUMA,Celltrion Healthcare Hungary Kft.,EMA,IV,lyophilized_powder,biosimilar,21 mg/mL,,,21.0,liquid,0,NCT06083662,Phase 2
galcanezumab,Emgality 120 mg solution for injection in pre-filled pen,EMGALITY,"Eli Lilly Nederland B.V., Orteliuslaan 1000, 3528 BD Utrecht, The Netherlands",EMA,SC,solution,originator,120 mg in 1 mL,120.0,1.0,120.0,liquid,0,NCT07323927,EARLY_Phase 1
tafasitamab,MINJUVI,MINJUVI,Incyte Biosciences Distribution B.V.,EMA,IV,lyophilized_powder,originator,200 mg per vial; 40 mg/mL after reconstitution,200.0,5.0,40.0,lyophilized_reconstituted,0,UNKNOWN,Approved
bevacizumab,Avastin,AVASTIN,,EMA,IV,solution,originator,25 mg/ml,,,25.0,liquid,0,NCT01746238,Phase 1
bevacizumab,MVASI 25 mg/mL concentrate for solution for infusion,MVASI,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,NCT06252649,Phase 3
tocilizumab,Avtozma 20 mg/mL concentrate for solution for infusion,AVTOZMA,"Celltrion Healthcare Hungary Kft., 1062 Budapest, Váci út 1-3. WestEnd Office Building B torony, Hungary",EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tislelizumab,Tevimbra,TEVIMBRA,BeOne Medicines Ireland Limited,EMA,IV,solution,originator,100 mg/10 ml,100.0,10.0,10.0,liquid,0,NCT04387084,Phase 1
