inn,brand_name,brand_key,sponsor,authority,route_final,form_canon,sponsor_class,strength_raw,total_mg,total_volume_ml,conc_mg_per_ml,presentation_type,presentation_idx,most_recent_nct_id,most_recent_phase
trastuzumab,Ontruzant,ONTRUZANT,Samsung Bioepis NL B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg vial; 420 mg vial (reconstituted solution contains 21 mg/mL),150.0,,,other,0,NCT05504720,Phase 2
trastuzumab,Ontruzant,ONTRUZANT,Samsung Bioepis NL B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg vial; 420 mg vial (reconstituted solution contains 21 mg/mL),420.0,20.0,21.0,lyophilized_reconstituted,1,NCT05504720,Phase 2
avelumab,Bavencio,BAVENCIO,Merck Europe B.V.,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT04071236,Phase 1|Phase 2
denosumab,Ponlimsi,PONLIMSI,TEVA GmbH,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
cemiplimab,LIBTAYO,LIBTAYO,"Regeneron Ireland Designated Activity Company (DAC), One Warrington Place, Dublin 2, D02 HH27, Ireland",EMA,IV,solution,originator,350 mg/7 ml,350.0,7.0,50.0,liquid,0,NCT07387198,Phase 2
denosumab,Degevma 120 mg solution for injection,DEGEVMA,TEVA GmbH,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
trastuzumab,Zercepac,ZERCEPAC,Accord Healthcare S.L.U.,EMA,IV,lyophilized_powder,biosimilar,21 mg/mL,,,21.0,liquid,0,NCT05615818,Phase 3
rozanolixizumab,Rystiggo,RYSTIGGO,UCB Pharma S.A.,EMA,SC,solution,originator,140 mg/ml,,,140.0,liquid,0,UNKNOWN,Approved
ramucirumab,Cyramza,CYRAMZA,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,10 mg/ml,,,10.0,liquid,0,NCT03909334,Phase 2
eculizumab,BEKEMV,BEKEMV,Amgen Technology (Ireland) UC,EMA,IV,solution,biosimilar,300 mg in 30 mL (10 mg/mL),300.0,30.0,10.0,liquid,0,UNKNOWN,Approved
denosumab,Zvogra,ZVOGRA,STADA Arzneimittel AG,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
denosumab,Stoboclo,STOBOCLO,Celltrion Healthcare Hungary Kft.,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
serplulimab,HETRONIFLY 10 mg/ml concentrate for solution for infusion.,HETRONIFLY,Accord Healthcare S.L.U.,EMA,IV,solution,originator,10 mg/ml,,,10.0,liquid,0,UNKNOWN,Approved
ustekinumab,Usymro 130 mg concentrate for solution for infusion,USYMRO,Gedeon Richter Plc.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
denosumab,Bilprevda,BILPREVDA,SciencePharma Sp. z o.o.,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
alirocumab,Praluent,PRALUENT,Sanofi Winthrop Industrie,EMA,SC,solution,originator,Each single-use pre-filled pen contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 300 mg alirocumab in 2 ml solution.,75.0,1.0,75.0,liquid,0,NCT07477704,Phase 2
alirocumab,Praluent,PRALUENT,Sanofi Winthrop Industrie,EMA,SC,solution,originator,Each single-use pre-filled pen contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 300 mg alirocumab in 2 ml solution.,150.0,1.0,150.0,liquid,1,NCT07477704,Phase 2
alirocumab,Praluent,PRALUENT,Sanofi Winthrop Industrie,EMA,SC,solution,originator,Each single-use pre-filled pen contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 300 mg alirocumab in 2 ml solution.,300.0,2.0,150.0,liquid,2,NCT07477704,Phase 2
denosumab,Obodence,OBODENCE,Samsung Bioepis NL B.V.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Junod,JUNOD,Gedeon Richter Plc.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
basiliximab,Simulect,SIMULECT,Novartis Europharm Limited,EMA,IV,lyophilized_powder,originator,20 mg,20.0,,,other,0,NCT01780844,Phase 2
secukinumab,Cosentyx 75 mg solution for injection in pre-filled syringe,COSENTYX,Novartis Europharm Limited,EMA,SC,prefilled_syringe,originator,75 mg secukinumab in 0.5 ml,75.0,0.5,150.0,liquid,0,NCT03536884,Phase 3
infliximab,Remicade,REMICADE,Janssen-Cilag International NV,EMA,IV,lyophilized_powder,originator,100mg,100.0,,,other,0,NCT04438382,Phase 2
evolocumab,Repatha,REPATHA,Amgen Europe B.V.,EMA,SC,solution,originator,140 mg in 1 mL; 420 mg in 3.5 mL (120 mg/mL),140.0,1.0,140.0,liquid,0,NCT04608474,Phase 4
evolocumab,Repatha,REPATHA,Amgen Europe B.V.,EMA,SC,solution,originator,140 mg in 1 mL; 420 mg in 3.5 mL (120 mg/mL),420.0,3.5,120.0,liquid,1,NCT04608474,Phase 4
palivizumab,Synagis 50 mg/0.5 ml solution for injection; Synagis 100 mg/1 ml solution for injection,SYNAGIS,AstraZeneca AB,EMA,IM,solution,originator,100mg/ml,,,100.0,liquid,0,NCT04540627,Phase 1
nipocalimab,Imaavy,IMAAVY,Janssen-Cilag International NV,EMA,IV,solution,originator,185mg/mL,,,185.0,liquid,0,UNKNOWN,Approved
adalimumab,Hyrimoz,HYRIMOZ,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,20.0,0.4,50.0,liquid,0,NCT05502731,Phase 4
adalimumab,Hyrimoz,HYRIMOZ,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,40.0,0.8,50.0,liquid,1,NCT05502731,Phase 4
erenumab,Aimovig,AIMOVIG,Novartis Europharm Limited,EMA,SC,solution,originator,70 mg erenumab; 140 mg erenumab,70.0,,,other,0,NCT03832998,Phase 3
erenumab,Aimovig,AIMOVIG,Novartis Europharm Limited,EMA,SC,solution,originator,70 mg erenumab; 140 mg erenumab,140.0,,,other,1,NCT03832998,Phase 3
denosumab,Denosumab Intas,DENOSUMAB INTAS,"Intas Third Party Sales 2005, S.L.",EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Izamby,IZAMBY,Mabxience Research SL,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
bezlotoxumab,ZINPLAVA,ZINPLAVA,Merck Sharp & Dohme B.V.,EMA,IV,solution,originator,25 mg/mL,,,25.0,liquid,0,NCT03829475,Phase 2
denosumab,Rolcya,ROLCYA,Sandoz GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Jubbonti,JUBBONTI,Sandoz GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Denbrayce,DENBRAYCE,Mabxience Research SL,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
ipilimumab,YERVOY,YERVOY,,EMA,IV,solution,originator,5 mg/ml,,,5.0,liquid,0,NCT06946797,Phase 2
ustekinumab,Usgena 130 mg concentrate for solution for infusion.,USGENA,STADA Arzneimittel AG,EMA,IV,solution,biosimilar,Each vial contains 130 mg ustekinumab in 26 mL (5 mg/mL).,130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
golimumab,GOBIVAZ,GOBIVAZ,Advanz Pharma Limited,EMA,SC,prefilled_syringe,biosimilar,50 mg in 0.5 mL,50.0,0.5,100.0,liquid,0,UNKNOWN,Approved
omalizumab,Omlyclo,OMLYCLO,Celltrion Healthcare Hungary Kft.,EMA,SC,solution,biosimilar,75 mg in 0.5 ml,75.0,0.5,150.0,liquid,0,NCT07073404,Approved
infliximab,Flixabi,FLIXABI,Samsung Bioepis NL B.V.,EMA,IV,lyophilized_powder,biosimilar,"Each vial contains 100 mg of infliximab. After reconstitution, each mL contains 10 mg of infliximab.",100.0,10.0,10.0,lyophilized_reconstituted,0,NCT03662919,Approved
pertuzumab,Perjeta 420 mg concentrate for solution for infusion,PERJETA,Roche Registration GmbH,EMA,IV,solution,originator,30 mg/ml,,,30.0,liquid,0,NCT02326974,Phase 2
pertuzumab,Phesgo,PHESGO,Roche Registration GmbH,EMA,SC,solution,biosimilar,Each mL contains 60 mg pertuzumab and 60 mg trastuzumab (600 mg/600 mg in 10 mL vial); Each mL contains 80 mg pertuzumab and 40 mg trastuzumab (1 200 mg/600 mg in 15 mL vial),1200.0,10.0,120.0,liquid,0,NCT04569747,Phase 2
pertuzumab,Phesgo,PHESGO,Roche Registration GmbH,EMA,SC,solution,biosimilar,Each mL contains 60 mg pertuzumab and 60 mg trastuzumab (600 mg/600 mg in 10 mL vial); Each mL contains 80 mg pertuzumab and 40 mg trastuzumab (1 200 mg/600 mg in 15 mL vial),1800.0,15.0,120.0,liquid,1,NCT04569747,Phase 2
alemtuzumab,LEMTRADA 12 mg concentrate for solution for infusion,LEMTRADA,Sanofi Belgium,EMA,IV,solution,biosimilar,Each vial contains 12 mg alemtuzumab in 1.2 ml (10 mg/ml),12.0,1.2,10.0,liquid,0,NCT03368664,Phase 3
denosumab,Prolia 60 mg solution for injection in pre-filled syringe,PROLIA,Amgen Europe B.V.,EMA,SC,solution,originator,60 mg/mL,,,60.0,liquid,0,NCT04067726,Phase 2
adalimumab,Amsparity 20 mg solution for injection in pre-filled syringe,AMSPARITY,Pfizer Europe MA EEIG,EMA,SC,solution,biosimilar,20 mg in 0.4 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
ravulizumab,Ultomiris,ULTOMIRIS,Alexion Europe SAS,EMA,IV,solution,originator,300 mg/3 mL; 1 100 mg/11 mL (100 mg/mL),300.0,3.0,100.0,liquid,0,NCT06909253,Approved
ravulizumab,Ultomiris,ULTOMIRIS,Alexion Europe SAS,EMA,IV,solution,originator,300 mg/3 mL; 1 100 mg/11 mL (100 mg/mL),1100.0,11.0,100.0,liquid,1,NCT06909253,Approved
tezepelumab,Tezspire,TEZSPIRE,AstraZeneca AB,EMA,SC,solution,originator,210 mg tezepelumab in 1.91 mL solution (110 mg/mL),210.0,1.91,109.947088,liquid,0,NCT07520162,Phase 3
adalimumab,Idacio,IDACIO,,EMA,SC,solution,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,NCT05153200,Phase 4
trastuzumab,Herwenda 150 mg powder for concentrate for solution for infusion,HERWENDA,"Sandoz GmbH, Biochemiestr. 10, 6250 Kundl, Austria",EMA,IV,lyophilized_powder,biosimilar,150 mg,150.0,,,other,0,UNKNOWN,Approved
tixagevimab,EVUSHELD,EVUSHELD,AstraZeneca AB,EMA,IM,solution,originator,150 mg/1.5 mL,150.0,1.5,100.0,liquid,0,NCT05281601,Phase 1
canakinumab,Ilaris 150 mg/ml solution for injection,ILARIS,Novartis Europharm Limited,EMA,SC,solution,originator,150 mg/ml,,,150.0,liquid,0,NCT04789681,Phase 2
denosumab,ZADENVI,ZADENVI,Zentiva k.s.,EMA,SC,prefilled_syringe,biosimilar,60 mg in 1 mL (60 mg/mL),60.0,1.0,60.0,liquid,0,UNKNOWN,Approved
adalimumab,Humira,HUMIRA,,EMA,SC,unknown,originator,,,,,,0,NCT03412747,Phase 3
ublituximab,Briumvi 150 mg concentrate for solution for infusion,BRIUMVI,"Neuraxpharm Pharmaceuticals, S.L.",EMA,IV,solution,originator,150 mg of ublituximab in 6 ml (25 mg/ml),150.0,6.0,25.0,liquid,0,NCT07220252,Phase 2|Phase 3
belimumab,Benlysta 200 mg solution for injection in pre-filled pen.,BENLYSTA,GlaxoSmithKline (Ireland) Limited,EMA,SC,autoinjector,originator,200 mg in 1 mL,200.0,1.0,200.0,liquid,0,NCT03844061,Phase 2
rituximab,Rixathon,RIXATHON,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,NCT05533164,Phase 3
lanadelumab,TAKHZYRO,TAKHZYRO,Takeda Pharmaceuticals International AG Ireland Branch,EMA,SC,solution,originator,150 mg in 1 ml; 300 mg in 2 ml,150.0,1.0,150.0,liquid,0,NCT05460325,Phase 3
lanadelumab,TAKHZYRO,TAKHZYRO,Takeda Pharmaceuticals International AG Ireland Branch,EMA,SC,solution,originator,150 mg in 1 ml; 300 mg in 2 ml,300.0,2.0,150.0,liquid,1,NCT05460325,Phase 3
rituximab,Truxima 100 mg concentrate for solution for infusion; Truxima 500 mg concentrate for solution for infusion,TRUXIMA,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,NCT05735834,Phase 3
elotuzumab,Empliciti,EMPLICITI,Bristol-Myers Squibb Pharma EEIG,EMA,IV,lyophilized_powder,originator,300 mg; 400 mg; 25 mg/mL,300.0,,,other,0,NCT02420860,Phase 2
elotuzumab,Empliciti,EMPLICITI,Bristol-Myers Squibb Pharma EEIG,EMA,IV,lyophilized_powder,originator,300 mg; 400 mg; 25 mg/mL,400.0,,,other,1,NCT02420860,Phase 2
elotuzumab,Empliciti,EMPLICITI,Bristol-Myers Squibb Pharma EEIG,EMA,IV,lyophilized_powder,originator,300 mg; 400 mg; 25 mg/mL,,,25.0,other,2,NCT02420860,Phase 2
rituximab,Blitzima,BLITZIMA,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,NCT04609046,Phase 1
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,15.0,1.5,10.0,liquid,0,NCT06285071,Approved
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,60.0,1.5,40.0,liquid,1,NCT06285071,Approved
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,150.0,1.5,100.0,liquid,2,NCT06285071,Approved
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,300.0,3.0,100.0,liquid,3,NCT06285071,Approved
denosumab,Bomyntra,BOMYNTRA,Fresenius Kabi Deutschland GmbH,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
toripalimab,LOQTORZI,LOQTORZI,Topalliance Biosciences Europe Limited,EMA,IV,solution,originator,240 mg/6 mL,240.0,6.0,40.0,liquid,0,NCT07423078,Phase 2
ustekinumab,Eksunbi 130 mg concentrate for solution for infusion,EKSUNBI,Samsung Bioepis NL B.V.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
denosumab,Yaxwer 120 mg solution for injection,YAXWER,Gedeon Richter Plc.,EMA,SC,solution,biosimilar,120 mg/1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
isatuximab,SARCLISA,SARCLISA,Sanofi Winthrop Industrie,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT04643002,Phase 1|Phase 2
brodalumab,Kyntheum,KYNTHEUM,LEO Pharma A/S,EMA,SC,solution,originator,210 mg in 1.5 ml (140 mg/ml),210.0,1.5,140.0,liquid,0,NCT04340076,Phase 4
denosumab,Wyost 120 mg solution for injection,WYOST,Sandoz GmbH,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
trastuzumab,Dazublys 150 mg powder for concentrate for solution for infusion.,DAZUBLYS,CuraTeQ Biologics s.r.o,EMA,IV,lyophilized_powder,biosimilar,150 mg (reconstituted: 21 mg/mL),150.0,7.142857142857143,21.0,lyophilized_reconstituted,0,UNKNOWN,Approved
rituximab,Riximyo,RIXIMYO,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
sutimlimab,Enjaymo 50 mg/mL solution for infusion,ENJAYMO,Recordati Rare Diseases,EMA,IV,solution,originator,50 mg/mL,,,50.0,liquid,0,UNKNOWN,Approved
denosumab,Jubereq,JUBEREQ,Accord Healthcare S.L.U.,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
tildrakizumab,Ilumetri,ILUMETRI,"Almirall, S.A.",EMA,SC,prefilled_syringe,originator,100 mg in 1 mL; 200 mg in 2 mL,100.0,1.0,100.0,liquid,0,NCT04340076,Phase 4
tildrakizumab,Ilumetri,ILUMETRI,"Almirall, S.A.",EMA,SC,prefilled_syringe,originator,100 mg in 1 mL; 200 mg in 2 mL,200.0,2.0,100.0,liquid,1,NCT04340076,Phase 4
denosumab,Xbryk,XBRYK,Samsung Bioepis NL B.V.,EMA,SC,solution,biosimilar,120 mg in approximately 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
rituximab,Ituxredi,ITUXREDI,,EMA,IV,solution,biosimilar,Each ml contains 10 mg of rituximab.,,,10.0,liquid,0,UNKNOWN,Approved
infliximab,Zessly,ZESSLY,Sandoz GmbH,EMA,IV,lyophilized_powder,biosimilar,100 mg,100.0,,,other,0,UNKNOWN,Approved
omalizumab,Xolair,XOLAIR,Novartis Europharm Limited,EMA,SC,solution,originator,75 mg in 0.5 ml,75.0,0.5,150.0,liquid,0,NCT06943534,Phase 2
trastuzumab,KANJINTI,KANJINTI,Amgen Europe B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg powder for concentrate for solution for infusion; 420 mg powder for concentrate for solution for infusion,150.0,,,lyophilized_reconstituted,0,NCT03811418,Phase 3
trastuzumab,KANJINTI,KANJINTI,Amgen Europe B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg powder for concentrate for solution for infusion; 420 mg powder for concentrate for solution for infusion,420.0,,,lyophilized_reconstituted,1,NCT03811418,Phase 3
romosozumab,EVENITY 105 mg solution for injection in pre-filled pen,EVENITY,UCB Pharma S.A.,EMA,SC,solution,originator,105 mg of romosozumab in 1.17 ml of solution (90 mg/ml),105.0,1.17,89.74358974358974,liquid,0,NCT06558188,Phase 4
panitumumab,Vectibix,VECTIBIX,Amgen Europe B.V.,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT06252649,Phase 3
regdanvimab,Regkirona,REGKIRONA,Celltrion Healthcare Hungary Kft.,EMA,IV,solution,originator,60 mg/mL,,,60.0,liquid,0,NCT05982704,Phase 4
ustekinumab,STELARA 130mg concentrate for solution for infusion,STELARA,Janssen-Cilag International NV,EMA,IV,solution,originator,130mg in 26mL(5mg/mL),130.0,26.0,5.0,liquid,0,NCT03370133,Phase 3
reslizumab,CINQAERO,CINQAERO,Teva B.V.,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
fremanezumab,AJOVY,AJOVY,"TEVA GmbH, Graf-Arco-Str. 3, 89079 Ulm, Germany",EMA,SC,solution,originator,225 mg in 1.5 mL,225.0,1.5,150.0,liquid,0,NCT06173661,Phase 4
rituximab,MabThera,MABTHERA,,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,NCT01679119,Phase 2
adalimumab,AMGEVITA,AMGEVITA,,EMA,SC,solution,biosimilar,20 mg in 0.4 mL (50 mg/mL); 40 mg in 0.8 mL (50 mg/mL),20.0,0.4,50.0,liquid,0,NCT04131322,Phase 4
adalimumab,AMGEVITA,AMGEVITA,,EMA,SC,solution,biosimilar,20 mg in 0.4 mL (50 mg/mL); 40 mg in 0.8 mL (50 mg/mL),40.0,0.8,50.0,liquid,1,NCT04131322,Phase 4
garadacimab,ANDEMBRY,ANDEMBRY,CSL Behring GmbH,EMA,SC,solution,originator,200 mg in 1.2 mL,200.0,1.2,166.66666666666666,liquid,0,UNKNOWN,Approved
benralizumab,Fasenra,FASENRA,AstraZeneca AB,EMA,SC,prefilled_syringe,originator,30 mg in 1 mL,30.0,1.0,30.0,liquid,0,NCT06512883,Phase 3
bevacizumab,Onbevzi,ONBEVZI,,EMA,IV,solution,biosimilar,25 mg/ml,,,25.0,liquid,0,NCT05904457,Phase 2
eptinezumab,VYEPTI,VYEPTI,H. Lundbeck A/S,EMA,IV,solution,originator,Each vial of concentrate contains 100 mg eptinezumab per mL; Each vial of concentrate contains 300 mg eptinezumab per 3 mL,,,100.0,liquid,0,NCT05164172,Phase 3
eptinezumab,VYEPTI,VYEPTI,H. Lundbeck A/S,EMA,IV,solution,originator,Each vial of concentrate contains 100 mg eptinezumab per mL; Each vial of concentrate contains 300 mg eptinezumab per 3 mL,300.0,3.0,100.0,liquid,1,NCT05164172,Phase 3
obiltoxaximab,NYXTHRACIS,NYXTHRACIS,SFL Pharmaceuticals Deutschland GmbH,EMA,IV,solution,biosimilar,100 mg/mL,,,100.0,liquid,0,UNKNOWN,Approved
tremelimumab,Tremelimumab AstraZeneca,TREMELIMUMAB ASTRAZENECA,AstraZeneca AB,EMA,IV,solution,biosimilar,20 mg/ml,,,20.0,liquid,0,UNKNOWN,Approved
tislelizumab,Tizveni,TIZVENI,Beigene Ireland Limited,EMA,IV,solution,biosimilar,100 mg/10 ml,100.0,10.0,10.0,liquid,0,UNKNOWN,Approved
