inn,brand_name,brand_key,sponsor,authority,route_final,form_canon,sponsor_class,strength_raw,total_mg,total_volume_ml,conc_mg_per_ml,presentation_type,presentation_idx,most_recent_nct_id,most_recent_phase
crizanlizumab,Adakveo,ADAKVEO,Novartis Europharm Limited,EMA,IV,solution,originator,10 mg/ml,,,10.0,liquid,0,NCT04611880,Phase 2
ibalizumab,Trogarzo 200 mg concentrate for solution for infusion,TROGARZO,Theratechnologies Europe Limited,EMA,IV,solution,originator,200 mg in 1.33 mL of solution,200.0,1.33,150.37594,liquid,0,NCT03913195,Phase 3
bevacizumab,Equidacent,EQUIDACENT,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
rituximab,Ritemvia,RITEMVIA,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
necitumumab,Portrazza 800 mg concentrate for solution for infusion,PORTRAZZA,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,800 mg/50 mL,800.0,50.0,16.0,liquid,0,NCT03944772,Phase 2
bevacizumab,Lextemy,LEXTEMY,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
adalimumab,Halimatoz,HALIMATOZ,,EMA,SC,solution,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
adalimumab,Halimatoz,HALIMATOZ,,EMA,SC,solution,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,40.0,0.8,50.0,liquid,1,UNKNOWN,Approved
adalimumab,Kromeya,KROMEYA,,EMA,SC,solution,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,UNKNOWN,Approved
olaratumab,Lartruvo,LARTRUVO,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,NCT03437070,Phase 1
rituximab,Rituzena,RITUZENA,Celltrion Healthcare Hungary Kft.,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
ofatumumab,Arzerra,ARZERRA,Novartis Europharm Limited,EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,NCT02135133,Phase 2
adalimumab,Cyltezo,CYLTEZO,,EMA,SC,solution,biosimilar,40 mg in 0.8 mL,40.0,0.8,50.0,liquid,0,UNKNOWN,Approved
adalimumab,SOLYMBIC,SOLYMBIC,,EMA,SC,prefilled_syringe,biosimilar,20 mg of adalimumab in 0.4 mL (50 mg/mL) solution,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
daclizumab,Zinbryta,ZINBRYTA,BIOGEN IDEC Limited,EMA,SC,prefilled_syringe,biosimilar,150 mg in 1 mL,150.0,1.0,150.0,liquid,0,NCT00246129,Phase 4
dinutuximab,Unituxin,UNITUXIN,"United Therapeutics Europe, Ltd.",EMA,IV,solution,originator,3.5 mg/mL,,,3.5,liquid,0,NCT06450041,Phase 2
nivolumab,Nivolumab BMS,NIVOLUMAB BMS,Bristol-Myers Squibb Pharma EEIG,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
alemtuzumab,MabCampath,MABCAMPATH,Genzyme Europe BV,EMA,IV,solution,biosimilar,10 mg/ml,,,10.0,liquid,0,NCT01186640,Phase 2
efalizumab,Raptiva,RAPTIVA,Serono Europe Ltd.,EMA,SC,lyophilized_powder,originator,100 mg/ml,,,100.0,liquid,0,NCT00115076,Phase 3
daclizumab,Zenapax 5 mg/ml concentrate for solution for infusion,ZENAPAX,Roche Registration Limited,EMA,IV,solution,originator,5 mg/ml,,,5.0,liquid,0,NCT00685061,Phase 4
adalimumab,Trudexa,TRUDEXA,"Abbott Laboratories Ltd., Queenborough, Kent ME11 5EL, United Kingdom",EMA,SC,solution,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,UNKNOWN,Approved
belimumab,BENLYSTA,BENLYSTA,GlaxoSmithKline LLC,FDA,IV,prefilled_syringe,originator,200 mg/mL,,,200.0,liquid,0,NCT03844061,Phase 2
crovalimab,PIASKY,PIASKY,"Genentech, Inc.",FDA,IV,solution,originator,340 mg/2 mL (170 mg/mL),340.0,2.0,170.0,liquid,0,UNKNOWN,Approved
guselkumab,TREMFYA,TREMFYA,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,originator,100 mg/mL,,,100.0,liquid,0,NCT07532486,Approved
lecanemab,LEQEMBI,LEQEMBI,Eisai Inc.,FDA,IV,solution,originator,500 mg/5 mL (100 mg/mL),500.0,5.0,100.0,liquid,0,NCT06602258,Phase 2
mirikizumab,OMVOH,OMVOH,Eli Lilly and Company,FDA,IV,solution,originator,300 mg/15 mL (20 mg/mL),300.0,15.0,20.0,liquid,0,NCT06249555,Approved
pozelimab,VEOPOZ,VEOPOZ,"Regeneron Pharmaceuticals, Inc.",FDA,IV,solution,originator,400 mg/2 mL (200 mg/mL),400.0,2.0,200.0,liquid,0,NCT07142343,Phase 4
risankizumab,SKYRIZI,SKYRIZI,AbbVie Inc.,FDA,IV,prefilled_syringe,originator,150 mg/mL,,,150.0,liquid,0,NCT04524611,Phase 3
secukinumab,COSENTYX,COSENTYX,Novartis Pharmaceuticals Corporation,FDA,IV,prefilled_syringe,originator,300 mg/2 mL,300.0,2.0,150.0,liquid,0,NCT03536884,Phase 3
spesolimab,SPEVIGO,SPEVIGO,"Boehringer Ingelheim Pharmaceuticals, Inc.",FDA,IV,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Phase 4
spesolimab,SPEVIGO,SPEVIGO,LEO Pharma Inc.,FDA,IV,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Phase 4
tocilizumab,ACTEMRA,ACTEMRA,"Genentech, Inc.",FDA,IV,solution,biosimilar,162 mg/0.9 mL,162.0,0.9,180.0,liquid,0,NCT07108387,Phase 2
tocilizumab,AVTOZMA,AVTOZMA,"CELLTRION USA, Inc.",FDA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TOCILIZUMAB-ANOH,TOCILIZUMAB-ANOH,"CELLTRION USA, Inc.",FDA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",80.0,4.0,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",200.0,10.0,20.0,liquid,1,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",400.0,20.0,20.0,liquid,2,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",162.0,0.9,180.0,liquid,3,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,solution,biosimilar,162 mg/0.9 mL,162.0,0.9,180.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB-AEKN,USTEKINUMAB-AEKN,"Teva Pharmaceuticals USA, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,YESINTEK,YESINTEK,Biocon Biologics Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL or 90 mg/mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL or 90 mg/mL,,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),130.0,26.0,5.0,liquid,2,UNKNOWN,Approved
ustekinumab,USTEKINUMAB-TTWE,USTEKINUMAB-TTWE,Quallent Pharmaceuticals Health LLC,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,"Golden State Medical Supply, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,STEQEYMA,STEQEYMA,"CELLTRION USA, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,OTULFI,OTULFI,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,"Teva Pharmaceuticals USA, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,STARJEMZA,STARJEMZA,Hikma Pharmaceuticals USA Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,A-S Medication Solutions,FDA,IV,solution,biosimilar,45 mg/0.5 mL or 90 mg/mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,A-S Medication Solutions,FDA,IV,solution,biosimilar,45 mg/0.5 mL or 90 mg/mL,,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,STELARA,STELARA,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,originator,90 mg/mL,,,90.0,liquid,0,NCT03370133,Phase 3
ustekinumab,PYZCHIVA,PYZCHIVA,Sandoz Inc,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,PYZCHIVA,PYZCHIVA,Cordavis Limited,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
vedolizumab,ENTYVIO,ENTYVIO,"Takeda Pharmaceuticals America, Inc.",FDA,IV,prefilled_syringe,originator,108 mg/0.68 mL,108.0,0.68,158.82352941176472,liquid,0,NCT05442567,Phase 3
ustekinumab,Steqeyma,STEQEYMA,Celltrion Healthcare Hungary Kft.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
tocilizumab,RoActemra,ROACTEMRA,Roche Registration GmbH,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT04871191,Phase 3
ustekinumab,IMULDOSA,IMULDOSA,Accord Healthcare S.L.U.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
guselkumab,Tremfya 45mg/0.45mL solution for injection in pre-filled pen,TREMFYA,Janssen-Cilag International NV,EMA,IV,autoinjector,originator,45mg/0.45mL,45.0,0.45,100.0,liquid,0,NCT07532486,Approved
ustekinumab,WEZENLA,WEZENLA,"Amgen Technology (Ireland) UC, Pottery Road, Dun Laoghaire, Co Dublin, Ireland",EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
crovalimab,Piasky,PIASKY,Roche Registration GmbH,EMA,IV,solution,originator,340 mg/2 mL,340.0,2.0,170.0,liquid,0,UNKNOWN,Approved
anifrolumab,Saphnelo,SAPHNELO,AstraZeneca AB,EMA,IV,solution,originator,150 mg/ml,,,150.0,liquid,0,NCT06659029,Approved
mirikizumab,Omvoh,OMVOH,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,300 mg in 15 mL (20 mg/mL),300.0,15.0,20.0,liquid,0,NCT06249555,Approved
risankizumab,Skyrizi,SKYRIZI,AbbVie Deutschland GmbH & Co. KG,EMA,IV,solution,originator,150 mg in 1 mL solution,150.0,1.0,150.0,liquid,0,NCT04524611,Phase 3
natalizumab,Tysabri,TYSABRI,Biogen Netherlands B.V.,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT05925049,Approved
ustekinumab,ABSIMKY,ABSIMKY,Accord Healthcare S.L.U.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
ustekinumab,Pyzchiva,PYZCHIVA,Samsung Bioepis NL B.V.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
tocilizumab,Tyenne,TYENNE,Fresenius Kabi Deutschland GmbH,EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
belimumab,BENLYSTA,BENLYSTA,GlaxoSmithKline LLC,FDA,SC,prefilled_syringe,originator,200 mg/mL,,,200.0,liquid,0,NCT03844061,Phase 2
crovalimab,PIASKY,PIASKY,"Genentech, Inc.",FDA,SC,solution,originator,340 mg/2 mL (170 mg/mL),340.0,2.0,170.0,liquid,0,UNKNOWN,Approved
guselkumab,TREMFYA,TREMFYA,"Janssen Biotech, Inc.",FDA,SC,prefilled_syringe,originator,100 mg/mL,,,100.0,liquid,0,NCT07532486,Approved
lecanemab,LEQEMBI,LEQEMBI,Eisai Inc.,FDA,SC,solution,originator,500 mg/5 mL (100 mg/mL),500.0,5.0,100.0,liquid,0,NCT06602258,Phase 2
mirikizumab,OMVOH,OMVOH,Eli Lilly and Company,FDA,SC,solution,originator,300 mg/15 mL (20 mg/mL),300.0,15.0,20.0,liquid,0,NCT06249555,Approved
pozelimab,VEOPOZ,VEOPOZ,"Regeneron Pharmaceuticals, Inc.",FDA,SC,solution,originator,400 mg/2 mL (200 mg/mL),400.0,2.0,200.0,liquid,0,NCT07142343,Phase 4
risankizumab,SKYRIZI,SKYRIZI,AbbVie Inc.,FDA,SC,prefilled_syringe,originator,150 mg/mL,,,150.0,liquid,0,NCT04524611,Phase 3
secukinumab,COSENTYX,COSENTYX,Novartis Pharmaceuticals Corporation,FDA,SC,prefilled_syringe,originator,300 mg/2 mL,300.0,2.0,150.0,liquid,0,NCT03536884,Phase 3
spesolimab,SPEVIGO,SPEVIGO,"Boehringer Ingelheim Pharmaceuticals, Inc.",FDA,SC,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Phase 4
spesolimab,SPEVIGO,SPEVIGO,LEO Pharma Inc.,FDA,SC,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Phase 4
tocilizumab,ACTEMRA,ACTEMRA,"Genentech, Inc.",FDA,SC,solution,biosimilar,162 mg/0.9 mL,162.0,0.9,180.0,liquid,0,NCT07108387,Phase 2
tocilizumab,AVTOZMA,AVTOZMA,"CELLTRION USA, Inc.",FDA,SC,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TOCILIZUMAB-ANOH,TOCILIZUMAB-ANOH,"CELLTRION USA, Inc.",FDA,SC,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",80.0,4.0,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",200.0,10.0,20.0,liquid,1,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",400.0,20.0,20.0,liquid,2,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",162.0,0.9,180.0,liquid,3,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,solution,biosimilar,162 mg/0.9 mL,162.0,0.9,180.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB-AEKN,USTEKINUMAB-AEKN,"Teva Pharmaceuticals USA, Inc.",FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,YESINTEK,YESINTEK,Biocon Biologics Inc.,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL or 90 mg/mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL or 90 mg/mL,,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),130.0,26.0,5.0,liquid,2,UNKNOWN,Approved
ustekinumab,USTEKINUMAB-TTWE,USTEKINUMAB-TTWE,Quallent Pharmaceuticals Health LLC,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,"Golden State Medical Supply, Inc.",FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,STEQEYMA,STEQEYMA,"CELLTRION USA, Inc.",FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,OTULFI,OTULFI,"Fresenius Kabi USA, LLC",FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,"Teva Pharmaceuticals USA, Inc.",FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,STARJEMZA,STARJEMZA,Hikma Pharmaceuticals USA Inc.,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,A-S Medication Solutions,FDA,SC,solution,biosimilar,45 mg/0.5 mL or 90 mg/mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,A-S Medication Solutions,FDA,SC,solution,biosimilar,45 mg/0.5 mL or 90 mg/mL,,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,STELARA,STELARA,"Janssen Biotech, Inc.",FDA,SC,prefilled_syringe,originator,90 mg/mL,,,90.0,liquid,0,NCT03370133,Phase 3
ustekinumab,PYZCHIVA,PYZCHIVA,Sandoz Inc,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,PYZCHIVA,PYZCHIVA,Cordavis Limited,FDA,SC,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
vedolizumab,ENTYVIO,ENTYVIO,"Takeda Pharmaceuticals America, Inc.",FDA,SC,prefilled_syringe,originator,108 mg/0.68 mL,108.0,0.68,158.82352941176472,liquid,0,NCT05442567,Phase 3
ustekinumab,Steqeyma,STEQEYMA,Celltrion Healthcare Hungary Kft.,EMA,SC,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
tocilizumab,RoActemra,ROACTEMRA,Roche Registration GmbH,EMA,SC,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT04871191,Phase 3
ustekinumab,IMULDOSA,IMULDOSA,Accord Healthcare S.L.U.,EMA,SC,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
guselkumab,Tremfya 45mg/0.45mL solution for injection in pre-filled pen,TREMFYA,Janssen-Cilag International NV,EMA,SC,autoinjector,originator,45mg/0.45mL,45.0,0.45,100.0,liquid,0,NCT07532486,Approved
ustekinumab,WEZENLA,WEZENLA,"Amgen Technology (Ireland) UC, Pottery Road, Dun Laoghaire, Co Dublin, Ireland",EMA,SC,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
crovalimab,Piasky,PIASKY,Roche Registration GmbH,EMA,SC,solution,originator,340 mg/2 mL,340.0,2.0,170.0,liquid,0,UNKNOWN,Approved
anifrolumab,Saphnelo,SAPHNELO,AstraZeneca AB,EMA,SC,solution,originator,150 mg/ml,,,150.0,liquid,0,NCT06659029,Approved
mirikizumab,Omvoh,OMVOH,Eli Lilly Nederland B.V.,EMA,SC,solution,originator,300 mg in 15 mL (20 mg/mL),300.0,15.0,20.0,liquid,0,NCT06249555,Approved
risankizumab,Skyrizi,SKYRIZI,AbbVie Deutschland GmbH & Co. KG,EMA,SC,solution,originator,150 mg in 1 mL solution,150.0,1.0,150.0,liquid,0,NCT04524611,Phase 3
natalizumab,Tysabri,TYSABRI,Biogen Netherlands B.V.,EMA,SC,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT05925049,Approved
ustekinumab,ABSIMKY,ABSIMKY,Accord Healthcare S.L.U.,EMA,SC,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
ustekinumab,Pyzchiva,PYZCHIVA,Samsung Bioepis NL B.V.,EMA,SC,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
tocilizumab,Tyenne,TYENNE,Fresenius Kabi Deutschland GmbH,EMA,SC,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
