inn,ch1_isotype,lc_type,highest_clin_trial,est_status,target_antigen,origin,has_fda_approved,has_ema_approved,has_iv_sc_product,n_biosimilars
pivekimab,G1,Kappa,Phase-I/II,Active,IL3RA/CD123,Chimeric and/or humanised,False,False,False,0
plonmarlimab,G1,Kappa,Phase-II/III,Active,CSF2,Humanised,False,False,False,0
plozalizumab,G1,Kappa,Phase-II,Active,CCR2/CD192,Humanised by CDR Grafting,False,False,False,0
polzastobart,G4,Kappa,Phase-I/II,Active,LILRB2,Humanised,False,False,False,0
ponezumab,G2,Kappa,Phase-II,Discontinued,APP,Humanised,False,False,False,0
ponsegromab,G1,Kappa,Phase-I,Discontinued,GDF15/MIC1/MIC-1/NAG1/NAG-1/PTGFB,Genetically human,False,False,False,0
posdinemab,G1,Kappa,Phase-II,Active,MAPT,Humanised,False,False,False,0
potravitug,G1,Kappa,Phase-II/III,Active,BK polyomavirus VP1,Genetically human,False,False,False,0
pozelimab,G4,Kappa,Approved,Active,C5,Genetically human,True,False,True,0
plutavimab,G1,Kappa,Phase-II,Active,SARS-CoV-2 Spike RBD,Genetically human,False,False,False,0
porgaviximab,G1,Kappa,Phase-II,Discontinued,Zaire Ebolavirus Glycoprotein,Chimeric,False,False,False,0
pradusinstobart,G4,Kappa,Phase-I,Discontinued,PDCD1/CD279/PD1,Humanised,False,False,False,0
prafnosbart,G1,Kappa,Phase-I,Discontinued,ACVR1,Humanised,False,False,False,0
praluzatamab,G1,Kappa,Phase-II,Active,ALCAM/CD166,Humanised,False,False,False,0
prasinezumab,G1,Kappa,Phase-II,Active,SNCA/PARK1/PARK4,Humanised,False,False,False,0
precemtabart,G1,Kappa,Phase-I,Active,CEACAM5/CD66e,Genetically human,False,False,False,0
prezalumab,G2,Kappa,Phase-II,Discontinued,ICOSLG,Genetically human,False,False,False,0
pritoxaximab,G1,Kappa,Phase-II,Discontinued,Shiga Toxin Type 1,Chimeric,False,False,False,0
pritumumab,G1,Kappa,Phase-II,Active,VIM,Genetically human,False,False,False,0
prolgolimab,G1,Lambda,Approved,Active,PDCD1/CD279/PD1,Chimeric and/or humanised,False,False,False,0
pucotenlimab,G4,Kappa,Approved,Active,PDCD1/CD279/PD1,Chimeric and/or humanised,False,False,False,0
pulocimab,G1,Kappa,Phase-III,Active,KDR/CD309/VEGFR2,Genetically human,False,False,False,0
puxitatug,G1,Kappa,Phase-I/II,Active,VTCN1/B7H4,Genetically human,False,False,False,0
quavonlimab,G1,Kappa,Phase-II,Active,CTLA4/CD152,Humanised,False,False,False,0
quetmolimab,G2,Kappa,Phase-II,Discontinued,CX3CL1,Chimeric and/or humanised,False,False,False,0
quilizumab,G1,Kappa,Phase-II,Discontinued,IGHE,Humanised,False,False,False,0
quisovalimab,G4,Kappa,Phase-II,Active,TNFSF14/CD258,Genetically human,False,False,False,0
racotumomab,G1,Kappa,Approved,Active,Idiotope of anti-NeuGc-ganliosides,Murine,False,False,False,0
rademikibart,G4,Kappa,Phase-III,Active,IL4R/CD124,Genetically human,False,False,False,0
rafivirumab,G1,Lambda,Phase-II,Discontinued,Rabies Virus Antigenic Site III,Genetically human,False,False,False,0
ragifilimab,G1,Kappa,Phase-II,Active,TNFRSF18/CD357/GITR,Humanised,False,False,False,0
ralpancizumab,G2,Kappa,Phase-I,Discontinued,PCSK9,Humanised,False,False,False,0
raludotatug,G1,Kappa,Phase-II/III,Active,CDH6,Humanised,False,False,False,0
ralzapastotug,G1,Kappa,Phase-I,Discontinued,TIGIT/WUCAM/VSTM3,Humanised,False,False,False,0
ramucirumab,G1,Kappa,Approved,Active,KDR/CD309/VEGFR2,Genetically human,True,True,False,0
rapaprutug,G1,Kappa,TBC,TBC,KARS1,Genetically human,False,False,False,0
ravagalimab,G1,Kappa,Phase-II,Active,TNFRSF5/CD40,Humanised,False,False,False,0
ravulizumab,G2,Kappa,Approved,Active,C5,Humanised,True,True,False,0
recaticimab,G1,Kappa,Approved,Active,PCSK9,Chimeric and/or humanised,False,False,False,0
recibokibart,G1,Kappa,Phase-II/III,Active,IL1RL2/IL1Rrp2/IL1RRP2/IL-36R/IL36R,Humanised,False,False,False,0
refanezumab,G1,Kappa,Phase-II,Discontinued,SIGLEC4/MAG,Humanised,False,False,False,0
reflocibart,G4,Kappa,Phase-II,Discontinued,VEGFB,Humanised,False,False,False,0
regdanvimab,G1,Lambda,Approved,NFD,SARS-CoV-2 Spike RBD,Genetically human,False,True,False,0
relatlimab,G4,Kappa,Approved,Active,LAG3/CD223,Genetically human,True,True,False,0
remternetug,G1,Kappa,Phase-III,Active,APP,Genetically human,False,False,False,0
remzistotug,G1,Kappa,TBC,Active,PVRIG/NECTIN2 receptor/CD112R,Humanised,False,False,False,0
renvistobart,G1,Kappa,Phase-II,Active,TIGIT/WUCAM/VSTM3,Genetically human,False,False,False,0
reslizumab,G4,Kappa,Approved,Active,IL5,Humanised,True,True,False,1
resugosbart,G4,Kappa,Phase-II,Active,SOST,Chimeric and/or humanised,False,False,False,0
retavibart,G1,Kappa,TBC,TBC,RSV gpF,Genetically human,False,False,False,0
retifanlimab,G4,Kappa,Approved,Active,PDCD1/CD279/PD1,Chimeric and humanised,True,True,False,0
revdofilimab,G1,Kappa,Phase-I,Discontinued,TNFRSF4/CD134/OX40,Chimeric and/or humanised,False,False,False,0
rezorstobart,G1,Kappa,Phase-I/II,Active,KLRB1,Genetically human,False,False,False,0
riliprubart,G4,Kappa,Phase-III,Active,C1S,Chimeric and/or humanised,False,False,False,0
rilogrotug,G1,Kappa,Phase-I,Active,GDF15/MIC1/MIC-1/NAG1/NAG-1/PTGFB,Humanised,False,False,False,0
rilotumumab,G2,Kappa,Phase-II,Discontinued,HGF/SF,Genetically human,False,False,False,0
riltovetbart,G2,Kappa,Unknown,Active,IL31 (Canine),,False,False,False,0
rinatabart,G1,Kappa,Phase-III,Active,FOLR1,Genetically human,False,False,False,0
rinucumab,G4,Kappa,Phase-II,Discontinued,PDGFRB/CD140B,Genetically human,False,False,False,0
ripertamab,G1,Kappa,Approved,Active,MS4A1/CD20,Chimeric,False,False,False,0
risankizumab,G1,Kappa,Approved,Active,IL23A,Humanised,True,True,True,0
rituximab,G1,Kappa,Approved,Active,MS4A1/CD20,Chimeric,True,True,True,11
robatumumab,G1,Kappa,Phase-II,Discontinued,IGF1R/CD221,Genetically human,False,False,False,0
rocatinlimab,G1,Kappa,Phase-III,Active,TNFRSF4/CD134/OX40,Genetically human,False,False,False,0
roconkibart,G4,Kappa,Phase-III,Active,IL17A,Chimeric and/or humanised,False,False,False,0
roledumab,G1,Kappa,Phase-II/III,Active,RhD/CD240D/RhPI,Genetically human,False,False,False,0
rolistobart,G4,Kappa,TBC,Active,LILRB4/CD85K,Humanised,False,False,False,0
romlusevimab,G1,Lambda,Phase-II/III,Active,SARS-CoV-2 Spike RBD,Genetically human,False,False,False,0
romosozumab,G2,Kappa,Approved,NFD,SOST,Humanised,True,True,False,0
rontalizumab,G2,Kappa,Phase-II,Discontinued,IFNA1,Humanised,False,False,False,0
rosmantuzumab,G1,Kappa,Phase-I,Discontinued,RSPO3,Humanised,False,False,False,0
rosnilimab,G1,Kappa,Phase-II,Active,PDCD1/CD279/PD1,Humanised,False,False,False,0
rosopatamab,G1,Kappa,Phase-III,Active,FOLH1/GCPII/PSMA,Chimeric and/or humanised,False,False,False,0
rovelizumab,G4,Kappa,Phase-III,Discontinued,ITGAL/CD11A/LFA1A and ITGB2/CD18,Humanised,False,False,False,0
rozanolixizumab,G4,Kappa,Approved,Active,FCGRT/FcRn,Chimeric and humanised,True,True,False,0
rulonilimab,G1,Kappa,Phase-II/III,Discontinued,PDCD1/CD279/PD1,Chimeric and/or humanised,False,False,False,0
ruplizumab,G1,Kappa,Phase-II,Discontinued,CD40LG/CD154,Humanised,False,False,False,0
ruxoprubart,G1,Kappa,Phase-II,Active,CFB/BFD,Chimeric and/or humanised,False,False,False,0
sabatolimab,G4,Kappa,Phase-III,Discontinued,HAVCR2/TIM3,Humanised,False,False,False,0
sabirnetug,G2,Kappa,Phase-II/III,Active,APP,Humanised,False,False,False,0
samalizumab,G2,Kappa,Phase-I,Discontinued,MOX2/CD200,Humanised,False,False,False,0
samatatug,G1,Kappa,Phase-I,Discontinued,F3/CD142,Genetically human,False,False,False,0
sarilumab,G1,Kappa,Approved,Active,IL6R/CD126,Genetically human,True,True,False,0
sasanlimab,G4,Kappa,Phase-III,Active,PDCD1/CD279/PD1,Humanised,False,False,False,0
satralizumab,G2,Kappa,Approved,NFD,IL6R/CD126,Humanised,True,True,False,0
secukinumab,G1,Kappa,Approved,Active,IL17A,Genetically human,True,True,True,0
selicrelumab,G2,Kappa,Phase-I,Discontinued,TNFRSF5/CD40,Genetically human,False,False,False,0
semorinemab,G4,Kappa,Phase-II,Discontinued,MAPT,Chimeric and/or humanised,False,False,False,0
semzuvolimab,G1,Kappa,Phase-III,Active,CD4,Chimeric and/or humanised,False,False,False,0
seniprutug,G1,Kappa,Phase-III,Active,TRBV9,Humanised,False,False,False,0
seribantumab,G2,Lambda,Phase-II,Discontinued,ERBB3/HER3,Genetically human,False,False,False,0
serplulimab,G4,Kappa,Approved,Active,PDCD1/CD279/PD1,Humanised,False,True,False,0
setoxaximab,G1,Kappa,Phase-II,Discontinued,Shiga Toxin Type 2,Chimeric,False,False,False,0
setrusumab,G2,Lambda,Phase-III,Active,SOST,Genetically human,False,False,False,0
sibeprenlimab,G2,Kappa,Phase-III,Active,TNFSF13/CD256/APRIL,Humanised,True,False,False,0
sifalimumab,G1,Kappa,Phase-II,Discontinued,IFNA1,Genetically human,False,False,False,0
sigvotatug,G1,Kappa,Phase-III,Active,ITGB6,Humanised,False,False,False,0
siltartoxatug,G1,Kappa,Phase-III,Active,Clostridium tetani tetanus toxin (TeNT),Genetically human,False,False,False,0
siltuximab,G1,Kappa,Approved,Active,IL6,Chimeric,True,True,False,0
simaravibart,G1,Kappa,Phase-II/III,Active,SARS-CoV-2 Spike RBD,Genetically human,False,False,False,0
simtuzumab,G4,Kappa,Phase-II,Discontinued,LOXL2,Humanised,False,False,False,0
sintilimab,G4,Kappa,Approved,Active,PDCD1/CD279/PD1,Genetically human,False,False,False,0
sipavibart,G1,Lambda,Preregistration,Active,SARS-CoV-2 Spike RBD,Genetically human,False,True,False,0
sirexatamab,G4,Kappa,Phase-II,Active,DKK1,Humanised,False,False,False,0
sirukumab,G1,Kappa,Preregistration (w),Active,IL6,Genetically human,False,False,False,0
socazolimab,G1,Lambda,Approved,Active,PDL1/CD274,Genetically human,False,False,False,0
solanezumab,G1,Kappa,Phase-III,Active,APP,Humanised,False,False,False,0
solnerstotug,G1,Kappa,Phase-I/II,Active,VSIR/VISTA/B7H5/PD1H/SISP1,Humanised,False,False,False,0
solrikitug,G1,Kappa,Phase-I,Discontinued,TSLP,Humanised,False,False,False,0
sonavibart,G1,Kappa,Phase-II,Discontinued,Influenza A HA,Genetically human,False,False,False,0
sonesitatug,G1,Kappa,Phase-III,Active,CLDN18,Humanised,False,False,False,0
sotigalimab,G1,Kappa,Phase-II,Active,TNFRSF5/CD40,Humanised,False,False,False,0
sotevtamab,G2,Kappa,Phase-II,Active,CLU,Humanised,False,False,False,0
sotrovimab,G1,Kappa,Approved,Active,SARS-CoV-2 Spike RBD,Genetically human,False,True,False,0
sovipostobart,G1,Kappa,Phase-II,Active,CTLA4/CD152,Genetically human,False,False,False,0
spartalizumab,G4,Kappa,Phase-II,Active,PDCD1/CD279/PD1,Humanised,False,False,False,0
spesolimab,G1,Kappa,Approved,Active,IL36RN,Humanised,True,True,True,0
stamulumab,G1,Lambda,Phase-I/II,Discontinued,MSTN/GDF8/GDF-8/GDF8,Genetically human,False,False,False,0
stapokibart,G4,Kappa,Approved,Active,IL4R/CD124,Humanised,False,False,False,0
suciraslimab,G1,Kappa,Preregistration,Active,SIGLEC2/CD22,Chimeric,False,False,False,0
sudubrilimab,G1,Kappa,Phase-II,Active,PDL1/CD274,Genetically human,False,False,False,0
sugemalimab,G4,Lambda,Approved,Active,PDL1/CD274,Genetically human,False,True,False,0
suptavumab,G1,Kappa,Phase-III,Discontinued,Respiratory Syncytial Virus Glycoprotein F,Genetically human,False,False,False,0
surzebiclimab,G1,Kappa,Phase-II,Active,HAVCR2/TIM3,Genetically human,False,False,False,0
sutimlimab,G4,Kappa,Approved,NFD,C1S,Chimeric and humanised,True,True,False,0
suvemcitug,G1,Kappa,Phase-III,Active,VEGFA,Humanised,False,False,False,0
suvizumab,G1,Kappa,Phase-I,Discontinued,HIV-1 gp120,Humanised,False,False,False,0
suvonstobart,G1,Kappa,TBC,TBC,CD24,Chimeric and/or humanised,False,False,False,0
suvratoxumab,G1,Kappa,Phase-III,Discontinued,Staphylococcus aureus Toxin A,Genetically human,False,False,False,0
tabalumab,G4,Kappa,Phase-III,Discontinued,TNFSF13B/CD257/BAFF,Genetically human,False,False,False,0
tafasitamab,G1,Kappa,Approved,Active,CD19,Chimeric and/or humanised,True,True,False,1
tafolecimab,G2,Kappa,Approved,Active,PCSK9,Genetically human,False,False,False,0
tagitanlimab,G1,Kappa,Approved,Active,PDL1/CD274,Humanised,False,False,False,0
talacotuzumab,G1,Kappa,Phase-II,Active,IL3RA/CD123,Humanised,False,False,False,0
talizumab,G1,Kappa,Phase-II,Discontinued,IgE,Humanised,False,False,False,0
tamgiblimab,G4,Kappa,Phase-II,Active,TIGIT/WUCAM/VSTM3,Genetically human,False,False,False,0
tanezumab,G2,Kappa,Phase-III,Discontinued,NGFB,Humanised,False,False,False,0
tanruprubart,G4,Kappa,TBC,TBC,C1q,Chimeric and/or humanised,False,False,False,0
tarcocimab,G1,Kappa,Phase-III,Active,VEGFA,Humanised,False,False,False,0
tarextumab,G2,Kappa,Phase-II,Active,NOTCH2 and NOTCH3,Genetically human,False,False,False,0
tavolimab,G1,Kappa,Phase-II,Discontinued,TNFSF4/CD134/CD252/OX40L,Chimeric and humanised,False,False,False,0
tazlestobart,G1,Kappa,TBC,Active,CTLA4/CD152,Humanised,False,False,False,0
tecotabart,G1,Kappa,Phase-I/II,Active,CLDN18,Humanised,False,False,False,0
tegoprubart,G1,Kappa,Phase-II,Active,CD40LG/CD154,Chimeric,False,False,False,0
telazorlimab,G1,Kappa,Phase-II,Active,TNFRSF4/CD134/OX40,Humanised,False,False,False,0
telikibart,G1,Kappa,Phase-III,Active,IL4R/CD124,Genetically human,False,False,False,0
temelimab,G4,Kappa,Phase-II,Active,MS-associated Retrovirus Envelope Protein,Humanised,False,False,False,0
temtokibart,G1,Lambda,Phase-II,Active,IL22RA1,Humanised,False,False,False,0
teneliximab,G1,Kappa,Phase-II,ND,TNFRSF5/CD40,Chimeric,False,False,False,0
teplizumab,G1,Kappa,Approved,NFD,CD3E,Humanised,True,True,False,1
teprotumumab,G1,Kappa,Approved,Active,IGF1R/CD221,Genetically human,True,True,False,0
teropavimab,G1,Kappa,Phase-II,Active,HIV-1 gp120 CD4bs,Genetically human,False,False,False,0
tesidolumab,G1,Lambda,Phase-II,Active,C5,Genetically human,False,False,False,0
tesnatilimab,G4,Kappa,Phase-II,Active,KLRK1/NKG2D/CD314,Genetically human,False,False,False,0
tezepelumab,G2,Lambda,Approved,Active,TSLP,Genetically human,True,True,False,0
tifcemalimab,G4,Kappa,Phase-III,Active,BTLA/CD272,Chimeric and/or humanised,False,False,False,0
tigatuzumab,G1,Kappa,Phase-II,Discontinued,TNFRSF10B/CD262/DR5/TRAILR2,Humanised,False,False,False,0
tilavonemab,G4,Kappa,Phase-II,Active,MAPT,Chimeric and/or humanised,False,False,False,0
tildrakizumab,G1,Kappa,Approved,Active,IL23A,Humanised,True,True,False,1
tilogotamab,G1,Kappa,Phase-I/II,Active,TNFRSF10B/CD262/DR5/TRAILR2,Humanised,False,False,False,0
tilvestamab,G1,Kappa,Phase-I,Active,AXL/UFO,Humanised,False,False,False,0
timigutuzumab,G1,Kappa,Approved,NFD,ERBB2/CD340/HER2,Humanised,False,False,False,0
timolumab,G4,Kappa,Phase-II,Discontinued,AOC3/VAP1,Genetically human,False,False,False,0
timcevibart,G1,Kappa,TBC,Active,SARS-CoV-2 Spike RBD,Genetically human,False,False,False,0
tinurilimab,G2,Kappa,Phase-I,Discontinued,CEACAM6/CD66c,Humanised,False,False,False,0
tiragolumab,G1,Kappa,Phase-III,Active,TIGIT/WUCAM/VSTM3,Genetically human,False,False,False,0
tislelizumab,G4,Kappa,Approved,Active,PDCD1/CD279/PD1,Humanised,True,True,False,1
tisotumab,G1,Kappa,Approved,Active,F3/CD142,Genetically human,True,False,False,0
tixagevimab,G1,Kappa,Approved,NFD,SARS-CoV-2 Spike RBD,Genetically human,False,True,False,0
tixestobart,G1,Lambda,TBC,TBC,TNFRSF7/CD27,Genetically human,False,False,False,0
tizetatug,G1,Kappa,Phase-III,Active,TACSTD2/TROP2/EGP1,Humanised,False,False,False,0
tobevibart,G1,Lambda,Phase-II,Active,Human Papillomavirus Envelope Protein,Genetically human,False,False,False,0
tocilizumab,G1,Kappa,Approved,Active,IL6R/CD126,Humanised,True,True,True,6
tomaralimab,G4,Kappa,Phase-II,Active,TLR2/CD282,Chimeric and/or humanised,False,False,False,0
tomuzotuximab,G1,Kappa,Phase-II,Active,EGFR/ERBB1/HER1,Chimeric,False,False,False,0
toripalimab,G4,Kappa,Approved,Active,PDCD1/CD279/PD1,Chimeric and/or humanised,True,True,False,0
torudokimab,G4,Kappa,Phase-II,Active,IL33,Genetically human,False,False,False,0
tosatoxumab,G1,Lambda,Phase-III,Active,Staphylococcus aureus Toxin A,Genetically human,False,False,False,0
tovetumab,G2,Kappa,Phase-II,Discontinued,PDGFRA/CD140A,Genetically human,False,False,False,0
tozorakimab,G1,Lambda,Phase-III,Active,IL33,Genetically human,False,False,False,0
trabikibart,G4,Kappa,Phase-I,Active,CSF2RB/CD131/IL3RB/IL5RB,Genetically human,False,False,False,0
tralokinumab,G4,Lambda,Approved,Active,IL13,Genetically human,True,True,False,1
trastuzumab,G1,Kappa,Approved,NFD,ERBB2/CD340/HER2,Humanised,True,True,True,13
traxivitug,G1,Lambda,Phase-II,Active,BK Polyomavirus Major Capsid Protein VP1,Genetically human,False,False,False,0
tregalizumab,G1,Kappa,Phase-II,Discontinued,CD4,Humanised,False,False,False,0
tremelimumab,G2,Kappa,Approved,Active,CTLA4/CD152,Genetically human,True,True,False,1
trevogrumab,G4,Kappa,Phase-II,Active,MSTN/GDF8/GDF-8,Genetically human,False,False,False,0
trinbelimab,G1,Lambda,TBC,Active,RhD/CD240D/RhPI,Genetically human,False,False,False,0
trosunilimab,G1,Kappa,TBC,Active,ITGA4B7,Humanised,False,False,False,0
trovostobart,G1,Kappa,TBC,TBC,VSIR/VISTA/B7H5/PD1H/SISP1,Genetically human,False,False,False,0
tulisokibart,G1,Kappa,Phase-III,Active,TNFSF15/TL1A/VEGI,Humanised,False,False,False,0
tuparstobart,G1,Kappa,Phase-II,Active,LAG3/CD223,Humanised,False,False,False,0
turenkibart,G1,Kappa,Phase-II,Active,IL17A,Humanised;Chimeric,False,False,False,0
tusamitamab,G1,Kappa,Phase-III,Discontinued,CEACAM5/CD66e,Chimeric and/or humanised,False,False,False,0
tuvonralimab,G1,Kappa,Approved,Active,CTLA4/CD152,Genetically human,False,False,False,0
ublituximab,G1,Kappa,Approved,Active,MS4A1/CD20,Chimeric,True,True,False,0
ucenprubart,G4,Kappa,Phase-II,Active,MOX2R/CD200R1,Humanised,False,False,False,0
ulenistamab,G1,Kappa,Phase-II,Active,PAUF,Humanised,False,False,False,0
uliledlimab,G1,Kappa,Phase-II,Active,NT5E/CALJA/CD73,Chimeric and/or humanised,False,False,False,0
ulocuplumab,G4,Kappa,Phase-I/II,Active,CXCR4/CD184,Genetically human,False,False,False,0
ulviprubart,G1,Kappa,Phase-II/III,Active,KLRG1,Humanised,False,False,False,0
umesolerbart,G4,Kappa,Phase-III,Active,Bet v 1,Genetically human,False,False,False,0
umikibart,G4,Kappa,Phase-II,Active,HGF,Humanised,False,False,False,0
unasnemab,G1,Kappa,Phase-II,Active,RGMA,Chimeric and/or humanised,False,False,False,0
upanovimab,G1,Kappa,Phase-II/III,Active,SARS-CoV-2 Spike RBD,Chimeric and/or humanised,False,False,False,0
uprevstobart,G1,Kappa,Phase-I,Discontinued,NT5E/CALJA/CD73,Humanised,False,False,False,0
upinitatug,G1,Kappa,Phase-III,Discontinued,SLC34A2,Chimeric and/or humanised,False,False,False,0
urabrelimab,G4,Kappa,Phase-I,Discontinued,IAP/CD47,Genetically human,False,False,False,0
urelumab,G4,Kappa,Phase-II,Active,TNFRSF9/CD137/4-1BB,Genetically human,False,False,False,0
usilnetug,G1,Kappa,TBC,Active,APP Abeta N3pGlu,Chimeric and/or humanised,False,False,False,0
ustekinumab,G1,Kappa,Approved,Active,IL12B/CLMFp40,Genetically human,True,True,True,19
utomilumab,G2,Lambda,Phase-II,Active,TNFRSF9/CD137/4-1BB,Genetically human,False,False,False,0
vamikibart,G2,Kappa,Phase-III,Active,IL6,Humanised;Chimeric,False,False,False,0
vantictumab,G2,Lambda,Phase-I,Discontinued,FZD,Genetically human,False,False,False,0
varisacumab,G1,Kappa,Phase-II/III,Discontinued,VEGFA,Genetically human,False,False,False,0
varlilumab,G1,Kappa,Phase-II,Active,TNFRSF7/CD27,Genetically human,False,False,False,0
varokibart,G4,Lambda,Phase-II,Active,IL5,Genetically human,False,False,False,0
vatelizumab,G4,Kappa,Phase-II/III,Discontinued,ITGA2/CD49B,Humanised,False,False,False,0
vebanvibart,G1,Kappa,Phase-II,Active,SARS-CoV-2 Spike RBD,Genetically human,False,False,False,0
vecantoxatug,G1,Kappa,Phase-III,Active,Clostridium tetani tetanus toxin (TeNT),Humanised,False,False,False,0
vedolizumab,G1,Kappa,Approved,Active,ITGA4B7,Humanised,True,True,True,0
veligrotug,G1,Kappa,Phase-III,Active,IGF1R/CD221,Chimeric,False,False,False,0
veltuzumab,G1,Kappa,Phase-II,Discontinued,MS4A1/CD20,Humanised,False,False,False,0
venanprubart,G4,Kappa,Phase-II,Active,BTLA/CD272,Humanised,False,False,False,0
vesencumab,G1,Kappa,Phase-I,Discontinued,NRP1,Genetically human,False,False,False,0
verekitug,G1,Kappa,Phase-II,Active,CRLF2,Genetically human,False,False,False,0
verzistobart,G1,Kappa,Phase-II,Active,HAVCR2/TIM3,Genetically human,False,False,False,0
vibostolimab,G1,Kappa,Phase-III,Discontinued,TIGIT/WUCAM/VSTM3,Humanised,False,False,False,0
vilamakitug,G4,Kappa,Phase-III,Active,IL1A,Genetically human,False,False,False,0
vilastobart,G1,Kappa,Phase-I/II,Active,CTLA4/CD152,Humanised,False,False,False,0
vilobelimab,G4,Kappa,Approved,Active,C5,Chimeric,True,True,False,0
vipalanebart,G4,Kappa,Phase-II,Active,ADCYAP1/PACAP,Genetically human,False,False,False,0
visilizumab,G2,Kappa,Phase-III,Discontinued,CD3E,Humanised,False,False,False,0
visugromab,G4,Kappa,Phase-II,Active,GDF15/MIC1/MIC-1/NAG1/NAG-1/PTGFB,Chimeric and/or humanised,False,False,False,0
vixarelimab,G4-G1,Lambda,Phase-II,Active,OSMR,Genetically human,False,False,False,0
vixticibart,G4,Kappa,TBC,Active,NPR1/ANPRA/ANPa/GUC2A/GUCY2A/NPRA,Genetically human,False,False,False,0
vobramitamab,G1,Kappa,Phase-II/III,Active,B7H3/CD276,Humanised,False,False,False,0
vofatamab,G1,Kappa,Phase-I/II,Active,FGFR3/CD333,Genetically human,False,False,False,0
volagidemab,G2,Kappa,Phase-II,Active,GCCR/NR3C1,Genetically human,False,False,False,0
volociximab,G4,Kappa,Phase-II,Discontinued,ITGA5B1,Chimeric,False,False,False,0
vonlerolizumab,G1,Kappa,Phase-II,Discontinued,TNFRSF4/CD134/OX40,Humanised,False,False,False,0
vopikitug,G1,Kappa,Phase-I,Active,IL2RA/CD25,Genetically human,False,False,False,0
vopratelimab,G1,Kappa,Phase-II,Active,ICOS/CD278,Humanised,False,False,False,0
vulinacimab,G1,Kappa,Phase-I,Discontinued,KDR/CD309/VEGFR2,Genetically human,False,False,False,0
vunakizumab,G1,Kappa,Approved,Active,IL17A,Humanised,False,False,False,0
xeligekimab,G4,Kappa,Approved,Active,IL17A,Genetically human,False,False,False,0
xentuzumab,G1,Lambda,Phase-II,Active,IGF1 and IGF2,Humanised,False,False,False,0
zadoprubart,G4,Kappa,TBC,Active,BTLA/CD272,Humanised,False,False,False,0
zagotenemab,G4,Kappa,Phase-II,Discontinued,MAPT,Humanised,False,False,False,0
zalifrelimab,G1,Kappa,Phase-II,Active,CTLA4/CD152,Genetically human,False,False,False,0
zaltenibart,G4,Kappa,Phase-II,Active,MASP3,Humanised,False,False,False,0
zalutumumab,G1,Kappa,Phase-II,Discontinued,EGFR/ERBB1/HER1,Genetically human,False,False,False,0
zamerovimab,G1,Kappa,Phase-III,Active,Rabies Virus Spike Glycoprotein G,Humanised,False,False,False,0
zampilimab,G4,Kappa,Phase-I/II,Active,TGM2,Chimeric and humanised,False,False,False,0
zanolimumab,G1,Kappa,Phase-III,Discontinued,CD4,Genetically human,False,False,False,0
zansecimab,G4,Kappa,Phase-II,Discontinued,ANGPT2,Humanised,False,False,False,0
zelminemab,G1,Kappa,Phase-II,Active,ADCYAP1R1/PAC1,Humanised,False,False,False,0
zeluvalimab,G1,Kappa,Phase-I/II,Active,PDCD1/CD279/PD1,Genetically human,False,False,False,0
zigakibart,G4,Kappa,Phase-III,Active,TNFSF13/CD256/APRIL,Humanised,False,False,False,0
ziltivekimab,G1,Kappa,Phase-III,Active,IL6,Humanised,False,False,False,0
zilovertamab,G1,Kappa,Phase-II,Active,ROR1,Humanised,False,False,False,0
zimberelimab,G4,Lambda,Approved,Active,PDCD1/CD279/PD1,Genetically human,False,False,False,0
zinlirvimab,G1,Lambda,Phase-II,Active,HIV-1 gp120 V3,Genetically human,False,False,False,0
zolbetuximab,G1,Kappa,Approved,Active,CLDN18,Chimeric,True,True,False,0
zovostotug,G1,Kappa,Phase-I/II,Active,CD163,Genetically human,False,False,False,0
zuberitamab,G1,Kappa,Phase-II,Discontinued,MS4A1/CD20,Chimeric,False,False,False,0
